@title,韓国語
#00904,동전
#00905,은전
#00906,금전
#00907,다이아 200개
#00908,대량의 다이아를 얻습니다.
#00909,dia_200_case0
#00910,다이아 1000개
#00911,dia_1000_case0
#00912,다이아 3600개
#00913,dia_3600_case0
#00914,다이아 8000개
#00915,dia_8000_case0
#00916,카이로랜드
#00917,다이아를 받자!
#00918,Tapjoy
#00919,화면 공유<br>보너스 있음
#00920,화면을 공유해 다이아를 얻자!
#00921,화면 공유<br>보너스 없음
#00922,화면을 공유하자!
#00923,리뷰<br>해줘
#00924,이 게임을 꼭 리뷰해줘!
#00925,에너지 회복
#00926,마을의 에너지가<br>가득 찹니다
#00927,에너지가 가득 찼다!
#00928,확산 회복약
#00929,모든 주민의 HP를<br>50% 회복합니다
#00930,주민 전원의 HP가 50％ 회복되었다
#00931,회복약
#00932,주민 1명의 HP를<br>50% 회복합니다
#00933,HP가 50％ 회복되었다
#00934,마법의 피리
#00935,주민 전원이 마을 회관으로 즉시 이동<br>※토벌 중인 주민은 오지 않습니다
#00936,주민 전원을 마을 회관으로 불렀다!<br>※잠시 뒤에 돌아옵니다
#00937,작은 피리
#00938,주민 1명을 마을 회관으로 즉시 이동<br>※토벌 중인 주민은 오지 않습니다
#00939,마을 회관으로 불렀다!<br>※잠시 뒤에 돌아옵니다
#00940,성스러운 약초
#00941,모든 주민의 MP를<br>100% 회복합니다
#00942,MP가 회복되었다
#00943,성스러운 잎사귀
#00944,주민 1명의 MP를<br>100% 회복합니다
#00945,활력 스튜
#00946,모든 주민의 활력을<br>100% 회복합니다
#00947,활력이 회복되었다
#00948,활력 주먹밥
#00949,주민 1명의 활력을<br>100% 회복합니다
#00950,마법의 비약
#00951,모든 주민의 수명이<br>1 늘어납니다
#00952,주민 전원의 수명이 1 늘었다
#00953,소량의 비약
#00954,주민 1명의 수명이<br>1 늘어납니다
#00955,수명이 1 늘었다
#00956,운명의 초
#00957,주민 1명의 수명을 무한으로 만든다
#00958,수명이 무한이 되었다!
#00959,자명종
#00960,모든 주민을 깨웁니다.<br>※밤에 이용해 주세요.
#00961,주민들이 깨어났습니다!<br>오늘은 잠을 안 잘 듯합니다
#00962,왕국의 근원
#00963,주민 전원에게 모든 경험치를 준다
#00964,주민 전원의 모든 EXP가<br><0> 늘었다
#00965,카이로 푸딩
#00966,와이로 푸딩
#00967,카이로 케이크
#00968,와이로 케이크
#00969,HP의 근원
#00970,주민 전원에게 HP 경험치를 준다
#00971,모든 주민의 HP EXP가<br><0> 늘었다
#00972,MP의 근원
#00973,주민 전원에게 MP 경험치를 준다
#00974,모든 주민의 MP EXP가<br><0> 늘었다
#00975,활력의 근원
#00976,주민 전원에게 활력 경험치를 준다
#00977,모든 주민의 활력 EXP가<br><0> 늘어납니다
#00978,힘의 근원
#00979,주민 전원에게 공격 경험치를 준다
#00980,모든 주민의 공격 EXP가<br><0> 늘었다
#00981,수호의 근원
#00982,주민 전원에게 방어 경험치를 준다
#00983,모든 주민의 방어 EXP가<br><0> 늘었다
#00984,민첩의 근원
#00985,주민 전원에게 민첩 경험치를 준다
#00986,모든 주민의 민첩 EXP가<br><0> 늘었다
#00987,운의 근원
#00988,주민 전원에게 운 경험치를 준다
#00989,모든 주민의 운 EXP가<br><0> 늘었다
#00990,기적의 쇠망치
#00991,공사 중인 건물이 바로 완료됩니다
#00992,건축을 마쳤다
#00993,지혜의 근원
#00994,주민 전원에게 지혜 경험치를 준다
#00995,모든 주민의 지혜 EXP가<br><0> 늘었다
#00996,재능의 근원
#00997,주민 전원에게 재능 경험치를 준다
#00998,모든 주민의 재능 EXP가<br><0> 늘었다
#00999,채집의 근원
#01000,주민 전원에게 채집 경험치를 준다
#01001,모든 주민의 채집 EXP가<br><0> 늘었다
#01002,이동의 근원
#01003,주민 전원에게 이동 경험치를 준다
#01004,모든 주민의 이동 EXP가<br><0> 늘었다
#01005,사랑의 근원
#01006,주민 전원에게 애정 경험치를 준다
#01007,모든 주민의 애정 EXP가<br><0> 늘었다
#01008,스피드 신발
#01009,일시적으로 모든 주민의 이동 속도 UP
#01010,이동 속도가<br>일시적으로 빨라집니다!
#01011,은총의 비
#01012,황무지가 자연 생태를 회복합니다
#01013,모든 황무지가<br>회복되었다!
#01014,전 자원 자루
#01015,마을의 모든 자원
#01016,모든 자원이<br>가득 찼다
#01017,<pic=grass> 자루
#01018,특정 자원이<br>가득 찹니다
#01019,<pic=grass>이 가득 찼다
#01020,<pic=wood> 자루
#01021,<pic=wood>가 가득 찼다
#01022,<pic=food> 자루
#01023,<pic=food>이 가득 찼다
#01024,<pic=iron> 자루
#01025,<pic=iron>이 가득 찼다
#01026,<pic=magic> 자루
#01027,<pic=magic>이 가득 찼다
#01028,스킬 슬롯 UP
#01029,지정한 주민의 스킬 슬롯이<br>1 늘어납니다
#01030,스킬 슬롯이<br>1 늘었다!
#01031,동 트로피
#01032,주로 트로피 전당에서 얻는다<br>관상용
#01033,지긋이 바라봤다
#01034,은 트로피
#01035,금 트로피
#01036,카이로 성배
#01037,용기의 왕관
#01038,밭 모종
#01039,나무 열매
#01040,왕국 깃발
#01041,왕국 천연수
#01042,튼튼한 판자
#01043,대못
#01044,질긴 밧줄
#01045,고급 벽돌
#01046,철광석
#01047,동
#01048,금괴
#01049,실크
#01050,질긴 옷감
#01051,예쁜 옷감
#01052,약초
#01053,생명의 잎사귀
#01054,마력의 뿌리
#01055,향기로운 꽃
#01056,생명의 병
#01057,마력의 병
#01058,마법사의 약
#01059,마도사의 약
#01060,현자의 약
#01061,에너지 드링크
#01062,달콤한 약
#01063,맛 좋은 버섯
#01064,영양 버섯
#01065,신선한 콩
#01066,감자
#01067,무
#01068,당근
#01069,양파
#01070,양배추
#01071,토마토
#01072,옥수수
#01073,마늘
#01074,샐러드
#01075,베리
#01076,오렌지
#01077,사과
#01078,바나나
#01079,배
#01080,딸기
#01081,포도
#01082,멜론
#01083,파인애플
#01084,과일 세트
#01085,소라
#01086,대합
#01087,전갱이
#01088,가다랑어
#01089,돔
#01090,성게
#01091,새우
#01092,게
#01093,=#00304
#01094,=#00301
#01095,뼈 있는 고기
#01096,고깃덩이
#01097,통구이
#01098,차돌박이
#01099,두터운 고기
#01100,채소 주스
#01101,믹스 주스
#01102,우유
#01103,포도 주스
#01104,탄산 주스
#01105,달걀
#01106,치즈
#01107,빵
#01108,바게트
#01109,식빵
#01110,햄버거
#01111,도넛
#01112,푸딩
#01113,아이스크림
#01114,케이크
#01115,카이로 케이크
#01116,감자튀김
#01117,초밥
#01118,초밥 세트
#01119,야채수프
#01120,크림수프
#01121,스튜
#01122,소고기 스튜
#01123,빠에야
#01124,피자
#01125,스테이크
#01126,카레
#01127,오므라이스
#01128,볶음면
#01129,볶음밥
#01130,파스타
#01131,무기 원료
#01132,방패 원료
#01133,갑옷 원료
#01134,헬멧 원료
#01135,장신구 원료
#01136,현자의 책
#01137,지식의 두루마리
#01138,카이로 쿠키
#01139,와이로 쿠키
#01140,D급 국왕
#01141,나라에서 가장 높은 사람
#01142,C급 국왕
#01143,B급 국왕
#01144,A급 국왕
#01145,S급 국왕
#01146,D급 상공업자
#01147,1명은 꼭 있어야 할 보물 감정과 여관 경영 담당.
#01148,C급 상공업자
#01149,B급 상공업자
#01150,A급 상공업자
#01151,=#00817
#01152,D급 농민
#01153,수확과 벌목이 특기며 제초 작업도 빠르다!
#01154,C급 농민
#01155,B급 농민
#01156,A급 농민
#01157,S급 농민
#01158,D급 목수
#01159,공사가 특기며 시설 수리도 담당한다.
#01160,C급 목수
#01161,B급 목수
#01162,A급 목수
#01163,S급 목수
#01164,D급 운반부
#01165,배달이 특기며 마을 간에 자원을 옮길 수 있다.
#01166,C급 운반부
#01167,B급 운반부
#01168,A급 운반부
#01169,S급 운반부
#01170,D급 상인
#01171,가게 개점이 특기며 항상 활기가 넘친다
#01172,C급 상인
#01173,B급 상인
#01174,A급 상인
#01175,S급 상인
#01176,D급 연구가
#01177,연구를 전담하며 마을마다 1명은 필요하다
#01178,C급 연구가
#01179,B급 연구가
#01180,A급 연구가
#01181,S급 연구가
#01182,D급 요리사
#01183,음식점을 경영하며 주민 육성에도 도움이 된다
#01184,C급 요리사
#01185,B급 요리사
#01186,A급 요리사
#01187,S급 요리사
#01188,D급 공예가
#01189,가구점을 경영하는 직업, 마을에 1명은 필요하다
#01190,C급 공예가
#01191,B급 공예가
#01192,A급 공예가
#01193,S급 공예가
#01194,D급 대장장이
#01195,무기점과 방어구점을 경영하는 직업
#01196,C급 대장장이
#01197,B급 대장장이
#01198,A급 대장장이
#01199,S급 대장장이
#01200,D급 의사
#01201,치료의 전문가
#01202,C급 의사
#01203,B급 의사
#01204,A급 의사
#01205,S급 의사
#01206,D급 수도사
#01207,부활과 수명의 전문가
#01208,C급 수도사
#01209,B급 수도사
#01210,A급 수도사
#01211,=#00822
#01212,D급 낙농가
#01213,목장에서 가축을 기를 수 있다
#01214,C급 낙농가
#01215,B급 낙농가
#01216,A급 낙농가
#01217,S급 낙농가
#01218,D급 위병
#01219,마을을 지키기에 적합한 밸런스형 병사
#01220,C급 위병
#01221,B급 위병
#01222,A급 위병
#01223,=#00823
#01224,D급 기사
#01225,공세에 특화된 공격적인 직업
#01226,C급 기사
#01227,B급 기사
#01228,A급 기사
#01229,=#00824
#01230,D급 마법사
#01231,마법을 사용하는 직업
#01232,C급 마법사
#01233,B급 마법사
#01234,A급 마법사
#01235,=#00825
#01236,D급 중기사
#01237,방어전에 특화된 수비적인 직업
#01238,C급 중기사
#01239,B급 중기사
#01240,A급 중기사
#01241,=#00818
#01242,D급 거너
#01243,총기를 잘 다루는 직업
#01244,C급 거너
#01245,B급 거너
#01246,A급 거너
#01247,=#00819
#01248,D급 궁수
#01249,활을 잘 다루는 직업
#01250,C급 궁수
#01251,B급 궁수
#01252,A급 궁수
#01253,=#00820
#01254,D급 닌자
#01255,스피드에 특화된 직업
#01256,C급 닌자
#01257,B급 닌자
#01258,A급 닌자
#01259,=#00821
#01260,D급 사무라이
#01261,직선적인 공격에 특화된 직업
#01262,C급 사무라이
#01263,B급 사무라이
#01264,A급 사무라이
#01265,=#00812
#01266,D급 바이킹
#01267,반격이 특기인 직업
#01268,C급 바이킹
#01269,B급 바이킹
#01270,A급 바이킹
#01271,=#00813
#01272,D급 해적
#01273,범위 공격이 특기인 직업
#01274,C급 해적
#01275,B급 해적
#01276,A급 해적
#01277,=#00814
#01278,D급 용사
#01279,마법도 쓸 수 있는 만능형 직업
#01280,C급 용사
#01281,B급 용사
#01282,A급 용사
#01283,=#00815
#01284,D급 위저드
#01285,강력한 마법을 사용하는 직업
#01286,C급 위저드
#01287,B급 위저드
#01288,A급 위저드
#01289,=#00816
#01290,적 캐릭터 2
#01291,"=MID(#01290,1,-1)&'3'"
#01292,"=MID(#01290,1,-1)&'4'"
#01293,관광객
#01294,F급 사부
#01295,전 직업 각성에 도움을 주는 직업
#01296,=#00827
#01297,연말에 찾아오는 전설의 투사
#01298,D급 유격병
#01299,자유롭게 밖을 탐색하는 병사
#01300,C급 유격병
#01301,B급 유격병
#01302,A급 유격병
#01303,S급 유격병
#01304,D급 마검사
#01305,마법과 공격 양면으로 활약하는 직업
#01306,C급 마검사
#01307,B급 마검사
#01308,A급 마검사
#01309,S급 마검사
#01310,D급 광전사
#01311,적 방어를 파괴하며 싸우는 직업
#01312,C급 광전사
#01313,B급 광전사
#01314,A급 광전사
#01315,S급 광전사
#01316,D급 예술가
#01317,화실에서 미술품을 만드는 직업
#01318,C급 예술가
#01319,B급 예술가
#01320,A급 예술가
#01321,S급 예술가
#01322,D급 흥행사
#01323,수집품을 전시하는 직업
#01324,C급 흥행사
#01325,B급 흥행사
#01326,A급 흥행사
#01327,S급 흥행사
#01328,D급 조련사
#01329,야생 동물을 포획할 수 있는 직업
#01330,C급 조련사
#01331,B급 조련사
#01332,A급 조련사
#01333,S급 조련사
#01334,D급 후계자
#01335,왕의 자식이며 뭘 해도 만능이다
#01336,C급 후계자
#01337,B급 후계자
#01338,A급 후계자
#01339,S급 후계자
#01340,국왕
#01341,상공업자
#01342,농민
#01343,목수
#01344,운반부
#01345,상인
#01346,연구가
#01347,요리사
#01348,공예가
#01349,대장장이
#01350,의사
#01351,수도사
#01352,낙농가
#01353,위병
#01354,기사
#01355,마법사
#01356,중기사
#01357,거너
#01358,궁수
#01359,닌자
#01360,사무라이
#01361,바이킹
#01362,해적
#01363,용사
#01364,위저드
#01365,사부
#01366,산타
#01367,유격병
#01368,마검사
#01369,광전사
#01370,예술가
#01371,흥행사
#01372,조련사
#01373,후계자
#01374,0	2	▼왕국건설 스토리<br>왕국을 발전시키는 시뮬레이션 게임입니다.<br>최강의 동료들과 함께 마을의 평화를 되찾읍시다.<br><br>전국의 라이벌들과 경쟁해 세계 최고의 왕국을 만들어보세요.
#01375,토지
#01376,물
#01377,=#01376
#01378,=#01376
#01379,=#01376
#01380,지면
#01381,=#01380
#01382,=#01380
#01383,=#00893
#01384,모래
#01385,암반
#01386,눈
#01387,습지
#01388,화산
#01389,설원 지대
#01390,사막 지대
#01391,화산 지대
#01392,암반 지대
#01393,습지대
#01394,초원 지대
#01395,토지 경계
#01396,공사 현장
#01397,공사 예정지
#01398,미개방지 구름
#01399,황무지
#01400,측면
#01401,잔해
#01402,구역 철거
#01403,교체
#01404,작은 토지
#01405,중간 토지
#01406,대형 토지
#01407,초대형 토지
#01408,흙길
#01409,도로
#01410,다리
#01411,마루
#01412,동굴
#01413,현관
#01414,던전 출입구
#01415,실내 문_미사용
#01416,마을 회관
#01417,적 마을 회관
#01418,=#00001
#01419,선착장
#01420,항구
#01421,=#00340
#01422,야간 집결 장소
#01423,낮은 망루
#01424,망루
#01425,재료
#01426,풀 창고
#01427,목재 창고
#01428,식량 창고
#01429,광석 창고
#01430,마석 창고
#01431,아이템 창고
#01432,에너지 창고
#01433,보물 창고
#01434,밭
#01435,벌목소
#01436,용수로
#01437,목장
#01438,광석 광산
#01439,마석 광산
#01440,에너지 광산
#01441,울타리 방벽
#01442,나무 방벽
#01443,튼튼한 방벽
#01444,성벽
#01445,방벽 출입문
#01446,적의 방벽
#01447,간판
#01448,임시 구호소
#01449,야외 감정소
#01450,야외 연구소
#01451,짐수레 주차장
#01452,마구간
#01453,황무지 표시
#01454,우물
#01455,회복의 샘
#01456,마물의 석상
#01457,액막이 보옥
#01458,액막이 검
#01459,액막이 비석
#01460,풍차
#01461,여신의 석상
#01462,간이 화덕
#01463,모닥불
#01464,분수
#01465,화단
#01466,정원수
#01467,나무
#01468,휴식처
#01469,원정 오두막
#01470,동물 먹이
#01471,가시 함정
#01472,벤치
#01473,딱딱한 침대
#01474,침대
#01475,왕의 침대
#01476,동거 침대
#01477,붉은 융단
#01478,푹신한 융단
#01479,검은 깔개
#01480,풀 보관함
#01481,목재 보관함
#01482,식량 보관함
#01483,광석 보관함
#01484,마석 보관함
#01485,계산대
#01486,진열대
#01487,공예품 진열대
#01488,가구 진열대
#01489,보물 감정소
#01490,=#00878
#01491,=#00879
#01492,장신구 공방
#01493,조리장
#01494,회복 장소
#01495,가구 제작소
#01496,무기 제작소
#01497,방어구 제작소
#01498,기술 제작소
#01499,아이템 조합소
#01500,=#00867
#01501,훈련장
#01502,사격 훈련장
#01503,마법 훈련장
#01504,광석 정제소
#01505,책상
#01506,식탁
#01507,소파
#01508,의자
#01509,물동이
#01510,공구 정제소
#01511,양초
#01512,모종판
#01513,갑옷 장식
#01514,양복 수납장
#01515,조리대
#01516,선반
#01517,책장
#01518,서랍장
#01519,부엌장
#01520,꽃병
#01521,동물 장식
#01522,화장대
#01523,아궁이
#01524,난로
#01525,창문
#01526,욕조
#01527,회복 욕조
#01528,빛나는 돌
#01529,관엽식물
#01530,=#01071
#01531,꽃
#01532,팬지
#01533,공부 책상
#01534,통나무 다리
#01535,보물 출현 연출
#01536,드래곤 오두막
#01537,함정 구덩이
#01538,몬스터 오두막
#01539,보육소
#01540,황무지
#01541,혼돈의 바위
#01542,와이로 던전
#01543,원정 회복소
#01544,=#00254
#01545,친구 우체국
#01546,미션 지령실
#01547,주간 토벌 시설
#01548,비보 상점
#01549,몬스터 목장
#01550,트로피 전당
#01551,랭킹 집계판
#01552,친구 소개소
#01553,직업 소개소
#01554,소재 상점
#01555,금전 교환소
#01556,스승의 방
#01557,몬스터 합성소
#01558,몬스터 소개소
#01559,지하 전투장
#01560,=#00880
#01561,친구 침대
#01562,관광객 침대
#01563,아기 침대
#01564,몬스터 방
#01565,선대의 석상
#01566,동전 상자
#01567,은전 상자
#01568,금전 상자
#01569,킹 카이로상
#01570,마을 회관 창고
#01571,몬스터 먹이
#01572,음식점 선반
#01573,알 창고
#01574,오두막
#01575,전설의 동굴
#01576,이사 센터
#01577,카이로 방
#01578,장비 교환소
#01579,매매소
#01580,데이트 명소
#01581,상급 풀 창고
#01582,상급 목재 창고
#01583,상급 식량 창고
#01584,상급 광석 창고
#01585,상급 마석 창고
#01586,상급 에너지 창고
#01587,상급 보물 창고
#01588,상급 아이템 창고
#01589,상급 알 창고
#01590,영지 메우기
#01591,과수
#01592,그림 제작소
#01593,조사 거점
#01594,곤충 스폿
#01595,열매 열린 나무
#01596,동물 우리
#01597,작품 진열대
#01598,수조
#01599,곤충 보관함
#01600,계산원
#01601,산타의 방
#01602,장식된 썰매
#01603,순록 오두막
#01604,비행선 주기장
#01605,수집가의 방
#01606,낚시터
#01607,비행 융단
#01608,=#00894
#01609,=#00895
#01610,=#00896
#01611,=#00897
#01612,에너지
#01613,아이템
#01614,알
#01615,보물
#01616,무작위 자원을 <0>개 모으기
#01617,동전 <0>개 모으기
#01618,동굴 <0>번 토벌하기
#01619,밭 모종 <0>개 모으기
#01620,튼튼한 판자 <0>개 모으기
#01621,친구와 함께 토벌 <0>회
#01622,몬스터 <0>마리 처치하기
#01623,<1> <0>마리 처치하기
#01624,영석이
#01625,오늘만을 위해<br>열심히 갈고 닦았어요.
#01626,꽃지렁이
#01627,마침 어제 피었으니<br>정말 승부 보기 좋을 때네요.
#01628,매탈볼
#01629,안녕하세요. 매탈볼이라고 해요.<br>요즘 무설탕 다이어트 중이랍니다
#01630,띵커벨
#01631,후후후, 다들 저를<br>스트레스의 요정이라고 부르죠
#01632,땅고기
#01633,우쒸! 우이쒸!<br>아주 혼쭐을 내주마!
#01634,삥아리
#01635,야! 너!<br>응?! 야! 엉?!
#01636,깨물버섯
#01637,이놈들! 덤볐…<br>아… 혀 깨물었다…
#01638,뉘며느리
#01639,방금까지 몸을 말고 있었으니<br>기운이 넘친다고!
