@title,中文(繁體)
#00963,給予全員全種經驗值
#00964,<po=m>全員的全種類EXP<br>增加了 <0>
#00965,開羅布丁
#00966,歪羅布丁
#00967,開羅芭菲蛋糕
#00968,歪羅芭菲蛋糕
#00969,HP之源
#00970,給予全員HP經驗值
#00971,全員的HP EXP<br>增加了 <0>
#00972,MP之源
#00973,給予全員MP經驗值
#00974,全員的MP EXP<br>增加了 <0>
#00975,活力之源
#00976,給予全員活力經驗值
#00977,全員的活力EXP<br>增加了 <0>
#00978,力之源
#00979,給予全員攻擊經驗值
#00980,全員的攻擊EXP<br>增加了 <0>
#00981,防禦之源
#00982,給予全員防禦經驗值
#00983,全員的防禦EXP<br>增加了 <0>
#00984,速度之源
#00985,給予全員速度經驗值
#00986,全員的速度EXP<br>增加了 <0>
#00987,幸運之源
#00988,給予全員幸運經驗值
#00989,全員的幸運EXP<br>增加了 <0>
#00990,奇蹟之槌
#00991,使建造中的建築立刻完成
#00992,建造完成了
#00993,智慧之源
#00994,給予全員頭腦經驗值
#00995,全員的頭腦EXP<br>增加了 <0>
#00996,巧手之源
#00997,給予全員靈巧經驗值
#00998,全員的靈巧EXP<br>增加了 <0>
#00999,採集之源
#01000,給予全員採集經驗值
#01001,全員的採集EXP<br>增加了 <0>
#01002,移動之源
#01003,給予全員移動經驗值
#01004,全員的移動EXP<br>增加了 <0>
#01005,愛之源
#01006,給予全員愛情經驗值
#01007,全員的愛情EXP<br>增加了 <0>
#01008,速度鞋
#01009,暫時提升全體居民的移動速度
#01010,移動速度<br>暫時提升了！
#01011,恩澤之雨
#01012,荒地將恢復為原先的自然
#01013,所有的荒地<br>都回復了！
#01014,全資源袋
#01015,所有城市的資源
#01016,所有的資源<br>都裝滿了
#01017,<pic=grass>袋
#01018,裝滿特定的資源
#01019,<pic=grass>裝滿了
#01020,<pic=wood>袋
#01021,<pic=wood>裝滿了
#01022,<pic=food>袋
#01023,<pic=food>裝滿了
#01024,<pic=iron>袋
#01025,<pic=iron>裝滿了
#01026,<pic=magic>袋
#01027,<pic=magic>裝滿了
#01028,增加技能欄位
#01029,指定居民的技能欄位<br>增加1格。
#01030,技能欄位<br>增加了 1！
#01031,銅獎盃
#01032,<po=m>主要能在獎盃室得到<br>觀賞用
#01033,仔細欣賞了一下
#01034,銀獎盃
#01035,金獎盃
#01036,開羅聖杯
#01037,勇氣王冠
#01038,田地種子
#01039,樹木種子
#01040,王國旗幟
#01041,王國的天然水
#01042,堅固的板子
#01043,大釘子
#01044,牢固的繩子
#01045,高級磚頭
#01046,鐵礦石
#01047,銅
#01048,金塊
#01049,絲綢布
#01050,堅固的布料
#01051,美麗的布料
#01052,藥草
#01053,生命之葉
#01054,魔力根
#01055,飄香花朵
#01056,生命小瓶
#01057,魔力之瓶
#01058,魔法使的藥
#01059,魔導士的藥
#01060,賢者的藥
#01061,能量飲料
#01062,甜甜的藥
#01063,甜美蘑菇
#01064,營養蘑菇
#01065,新鮮豆類
#01066,馬鈴薯
#01067,白蘿蔔
#01068,紅蘿蔔
#01069,洋蔥
#01070,高麗菜
#01071,番茄
#01072,玉米
#01073,大蒜
#01074,沙拉
#01075,莓果
#01076,柳橙
#01077,蘋果
#01078,香蕉
#01079,西洋梨
#01080,草莓
#01081,葡萄
#01082,香瓜
#01083,鳳梨
#01084,水果籃
#01085,海螺
#01086,蛤蠣
#01087,竹筴魚
#01088,鰹魚
#01089,鯛魚
#01090,海膽
#01091,蝦子
#01092,螃蟹
#01093,=#00304
#01094,=#00301
#01095,帶骨肉
#01096,塊狀肉
#01097,烤全肉
#01098,霜降肉
#01099,極厚肉
#01100,蔬菜汁
#01101,綜合果汁
#01102,牛奶
#01103,葡萄汁
#01104,氣泡飲料
#01105,雞蛋
#01106,乳酪
#01107,麵包
#01108,法國麵包
#01109,吐司
#01110,漢堡
#01111,甜甜圈
#01112,布丁
#01113,冰淇淋
#01114,蛋糕
#01115,開羅蛋糕
#01116,炸薯條
#01117,壽司
#01118,生魚片拼盤
#01119,蔬菜湯
#01120,奶油濃湯
#01121,燉菜
#01122,燉牛肉
#01123,海鮮燉飯
#01124,披薩
#01125,牛排
#01126,咖哩
#01127,蛋包飯
#01128,炒麵
#01129,炒飯
#01130,義大利麵
#01131,武器本源
#01132,盾之本源
#01133,鎧甲本源
#01134,頭盔本源
#01135,飾品本源
#01136,賢者之書
#01137,知識卷軸
#01138,開羅餅乾
#01139,歪羅餅乾
#01140,D級 國王
#01141,全國地位最高的人
#01142,C級 國王
#01143,B級 國王
#01144,A級 國王
#01145,S級 國王
#01146,D級 鎮民
#01147,能解析寶物和經營旅館，至少一定要有一名
#01148,C級 鎮民
#01149,B級 鎮民
#01150,A級 鎮民
#01151,=#00817
#01152,D級 農民
#01153,擅長種田和造林。割草速度也很快！
#01154,C級 農民
#01155,B級 農民
#01156,A級 農民
#01157,S級 農民
#01158,D級 木匠
#01159,擅長施工！也能修理損壞的物品
#01160,C級 木匠
#01161,B級 木匠
#01162,A級 木匠
#01163,S級 木匠
#01164,D級 送貨員
#01165,擅長運送。能把資源從城市運到另一個城市
#01166,C級 送貨員
#01167,B級 送貨員
#01168,A級 送貨員
#01169,S級 送貨員
#01170,D級 商人
#01171,擅長經營商店，總是充滿活力的商人
#01172,C級 商人
#01173,B級 商人
#01174,A級 商人
#01175,S級 商人
#01176,D級 研究家
#01177,說到研究就是這個職業，城裡需要有1名
#01178,C級 研究家
#01179,B級 研究家
#01180,A級 研究家
#01181,S級 研究家
#01182,D級 廚師
#01183,能經營餐館的職業，或許還能夠協助培養
#01184,C級 廚師
#01185,B級 廚師
#01186,A級 廚師
#01187,S級 廚師
#01188,D級 工藝家
#01189,能經營家具店的職業，城裡需要有1名
#01190,C級 工藝家
#01191,B級 工藝家
#01192,A級 工藝家
#01193,S級 工藝家
#01194,D級 鍛造工匠
#01195,能經營武器店、防具店的職業
#01196,C級 鍛造工匠
#01197,B級 鍛造工匠
#01198,A級 鍛造工匠
#01199,S級 鍛造工匠
#01200,D級 醫生
#01201,治療的專家
#01202,C級 醫生
#01203,B級 醫生
#01204,A級 醫生
#01205,S級 醫生
#01206,D級 僧侶
#01207,復活跟壽命的專家
#01208,C級 僧侶
#01209,B級 僧侶
#01210,A級 僧侶
#01211,=#00822
#01212,D級 酪農家
#01213,能找來家畜在牧場飼養
#01214,C級 酪農家
#01215,B級 酪農家
#01216,A級 酪農家
#01217,S級 酪農家
#01218,D級 衛兵
#01219,適合守護城市的平均型士兵
#01220,C級 衛兵
#01221,B級 衛兵
#01222,A級 衛兵
#01223,=#00823
#01224,D級 騎士
#01225,重視進攻的攻擊型職業
#01226,C級 騎士
#01227,B級 騎士
#01228,A級 騎士
#01229,=#00824
#01230,D級 魔法使
#01231,擅長使用魔法的職業
#01232,C級 魔法使
#01233,B級 魔法使
#01234,A級 魔法使
#01235,=#00825
#01236,D級 重騎士
#01237,重視防守的守備型職業
#01238,C級 重騎士
#01239,B級 重騎士
#01240,A級 重騎士
#01241,=#00818
#01242,D級 槍手
#01243,擅長使用槍的職業
#01244,C級 槍手
#01245,B級 槍手
#01246,A級 槍手
#01247,=#00819
#01248,D級 弓箭手
#01249,擅長使用弓箭的職業
#01250,C級 弓箭手
#01251,B級 弓箭手
#01252,A級 弓箭手
#01253,=#00820
#01254,D級 忍者
#01255,以速度自豪的職業
#01256,C級 忍者
#01257,B級 忍者
#01258,A級 忍者
#01259,=#00821
#01260,D級 武士
#01261,擅長直線攻擊的職業
#01262,C級 武士
#01263,B級 武士
#01264,A級 武士
#01265,=#00812
#01266,D級 維京人
#01267,能夠使用反擊的職業
#01268,C級 維京人
#01269,B級 維京人
#01270,A級 維京人
#01271,=#00813
#01272,D級 海賊
#01273,能夠使用範圍攻擊的職業
#01274,C級 海賊
#01275,B級 海賊
#01276,A級 海賊
#01277,=#00814
#01278,D級 勇者
#01279,也能夠使用魔法的萬能型
#01280,C級 勇者
#01281,B級 勇者
#01282,A級 勇者
#01283,=#00815
#01284,D級 巫師
#01285,能使用強力魔法的職業
#01286,C級 巫師
#01287,B級 巫師
#01288,A級 巫師
#01289,=#00816
#01290,敵方角色2
#01291,=MID(#01290,1,-1)&'3'
#01292,=MID(#01290,1,-1)&'4'
#01293,觀光客
#01294,F級 智者
#01295,能幫助所有職業覺醒的智者
#01296,=#00827
#01297,於年底來訪的傳說強者
#01298,D級 遊擊兵
#01299,自由在外探索的士兵
#01300,C級 遊擊兵
#01301,B級 遊擊兵
#01302,A級 遊擊兵
#01303,S級 遊擊兵
#01304,D級 魔劍士
#01305,在魔法與攻擊雙方面活躍的職業
#01306,C級 魔劍士
#01307,B級 魔劍士
#01308,A級 魔劍士
#01309,S級 魔劍士
#01310,D級 狂戰士
#01311,戰鬥時破壞對手防禦的職業
#01312,C級 狂戰士
#01313,B級 狂戰士
#01314,A級 狂戰士
#01315,S級 狂戰士
#01316,D級 藝術家
#01317,能在藝術工坊製作美術品的職業
#01318,C級 藝術家
#01319,B級 藝術家
#01320,A級 藝術家
#01321,S級 藝術家
#01322,D級 演出家
#01323,經營展示收集品的店鋪的職業
#01324,C級 演出家
#01325,B級 演出家
#01326,A級 演出家
#01327,S級 演出家
#01328,D級 訓獸師
#01329,能捕捉野生動物的職業
#01330,C級 訓獸師
#01331,B級 訓獸師
#01332,A級 訓獸師
#01333,S級 訓獸師
#01334,D級 王之子
#01335,非常萬能的國王的孩子
#01336,C級 王之子
#01337,B級 王之子
#01338,A級 王之子
#01339,S級 王之子
#01340,國王
#01341,鎮民
#01342,農民
#01343,木匠
#01344,送貨員
#01345,商人
#01346,研究家
#01347,廚師
#01348,工藝家
#01349,鍛造工匠
#01350,醫生
#01351,僧侶
#01352,酪農家
#01353,衛兵
#01354,騎士
#01355,魔法使
#01356,重騎士
#01357,槍手
#01358,弓箭手
#01359,忍者
#01360,武士
#01361,維京人
#01362,海賊
#01363,勇者
#01364,巫師
#01365,智者
#01366,聖誕老人
#01367,游擊兵
#01368,魔劍士
#01369,狂戰士
#01370,藝術家
#01371,演出家
#01372,訓獸師
#01373,王之子
#01375,土地
#01376,水
#01377,=#01376
#01378,=#01376
#01379,=#01376
#01380,地面
#01381,=#01380
#01382,=#01380
#01383,=#00893
#01384,砂
#01385,岩場
#01386,雪
#01387,沼澤
#01388,火山
#01389,雪原土地
#01390,沙漠土地
#01391,火山土地
#01392,岩場土地
#01393,沼澤土地
#01394,草原土地
#01395,土地的邊界
#01396,施工現場
#01397,預定施工地
#01398,未開放的煙霧
#01399,荒地
#01400,側面
#01401,火災現場
#01402,拆除
#01403,替換
#01404,土地（小）
#01405,土地（中）
#01406,土地（大）
#01407,土地（特大）
#01408,田間小道
#01409,道路
#01410,橋
#01411,地板
#01412,洞窟
#01413,大門
#01414,迷宮大門
#01415,室內門_未使用
#01416,市政廳
#01417,敵洞
#01418,=#00001
#01419,碼頭
#01420,港口
#01421,=#00340
#01422,夜晚集會場
#01423,較低的監視塔
#01424,高台
#01425,建材
#01426,倉庫 野草
#01427,倉庫 木材
#01428,倉庫 糧食
#01429,倉庫 礦石
#01430,倉庫 魔石
#01431,倉庫 道具
#01432,倉庫 能量
#01433,倉庫 寶物
#01434,田地
#01435,造林所
#01436,水路
#01437,牧場
#01438,開採 礦石
#01439,開採 魔石
#01440,開採 能量
#01441,防壁 柵欄
#01442,防壁 木製
#01443,強防壁
#01444,城壁
#01445,防壁用大門
#01446,敵方防壁
#01447,看板
#01448,臨時急救設施
#01449,戶外寶箱解析所
#01450,戶外研究所
#01451,貨車停放處
#01452,馬舍
#01453,荒地導覽
#01454,井
#01455,回復之泉
#01456,魔物塑像
#01457,驅魔 寶珠
#01458,驅魔 劍
#01459,驅魔 石碑
#01460,風車
#01461,女神像
#01462,簡易爐灶
#01463,營火
#01464,噴水池
#01465,花壇
#01466,灌木叢
#01467,植樹林
#01468,休憩處
#01469,遠征小屋
#01470,動物飼料
#01471,荊棘陷阱
#01472,長椅
#01473,較硬的床
#01474,床
#01475,國王床
#01476,同居床
#01477,紅色地毯
#01478,鬆軟地毯
#01479,黑色腳踏墊
#01480,室內草放置處
#01481,室內木材放置處
#01482,室內糧食放置處
#01483,室內鐵材放置處
#01484,室內魔石放置處
#01485,收銀台
#01486,貨架
#01487,技能類貨架
#01488,家具類貨架
#01489,寶箱解析所
#01490,=#00878
#01491,=#00879
#01492,飾品工坊
#01493,調理場
#01494,回復場所
#01495,家具製作場
#01496,武器製作場
#01497,防具製作場
#01498,技能製作場
#01499,道具調合場
#01500,=#00867
#01501,訓練場
#01502,射擊訓練場
#01503,魔法訓練場
#01504,礦石精製所
#01505,桌子
#01506,餐桌
#01507,沙發
#01508,椅子
#01509,水壺
#01510,工具精製所
#01511,蠟燭
#01512,育苗場
#01513,鎧甲擺設
#01514,衣櫥
#01515,烹飪臺
#01516,架子
#01517,書櫃
#01518,櫥櫃
#01519,廚房櫥櫃
#01520,花瓶
#01521,動物型擺設
#01522,梳妝台
#01523,爐灶
#01524,暖爐
#01525,窗戶
#01526,浴室
#01527,回復浴室
#01528,閃耀石
#01529,觀葉植物
#01530,=#01071
#01531,花
#01532,三色堇
#01533,書桌
#01534,圓木橋
#01535,寶物出現演出
#01536,龍小屋
#01537,洞穴陷阱
#01538,怪物小屋
#01539,托兒所
#01540,荒蕪的場所
#01541,混沌岩
#01542,歪羅迷宮
#01543,遠征回復所
#01544,=#00254
#01545,好友郵局
#01546,任務指令室
#01547,每週討伐獎勵
#01548,祕寶屋
#01549,怪物牧場
#01550,獎盃室
#01551,排行統計板
#01552,試用好友屋
#01553,職業介紹所
#01554,素材商店
#01555,金幣交換所
#01556,師父的房間
#01557,怪物合成所
#01558,怪物店
#01559,地下鬥技場
#01560,=#00880
#01561,好友床鋪
#01562,觀光客床鋪
#01563,嬰兒床
#01564,怪物房間
#01565,先王雕像
#01566,銅幣箱
#01567,銀幣箱
#01568,金幣箱
#01569,開羅王雕像
#01570,市政廳倉庫
#01571,怪物的飼料
#01572,餐館櫥櫃
#01573,倉庫 蛋
#01574,小屋
#01575,傳說的洞窟
#01576,搬家公司
#01577,開羅的房間
#01578,裝備交換所
#01579,收購所
#01580,約會景點
#01581,上級倉庫 野草
#01582,上級倉庫 木材
#01583,上級倉庫 糧食
#01584,上級倉庫 礦石
#01585,上級倉庫 魔石
#01586,上級倉庫 能量
#01587,上級倉庫 寶物
#01588,上級倉庫 道具
#01589,上級倉庫 蛋
#01590,領地掩埋
#01591,果樹
#01592,繪畫製作場
#01593,調查房
#01594,昆虫景點
#01595,生長水果的樹木
#01596,動物籠子
#01597,藝術台
#01598,水箱
#01599,昆蟲飼育盒
#01600,附帶店員收銀台
#01601,聖誕老人的房間
#01602,裝飾雪橇
#01603,馴鹿小屋
#01604,飛船港
#01605,收集家之屋
#01606,釣魚池
#01607,飛毯
#01608,=#00894
#01609,=#00895
#01610,=#00896
#01611,=#00897
#01612,能量
#01613,道具
#01614,蛋
#01615,寶箱
#01616,收集 <0>個任意種類資源吧
#01617,收集 <0>個銅幣吧
#01618,完成 <0>次洞窟討伐
#01619,收集 <0>個田地種子吧
#01620,收集 <0>個堅固的板子吧
#01621,帶著好友進行 <0>次討伐
#01622,打倒 <0>隻怪物吧
#01623,打倒<0>隻<1>吧
#01624,水晶次郎
#01625,我為了今天<br>可是好好鍛鍊過了。
#01626,走路花
#01627,正好昨天開了花，<br>正是一決勝負的時候！
#01628,金屬柏克
#01629,你好，我是金屬柏克。<br>最近迷上限糖減肥法。
#01630,黑叮可
#01631,哼哼，大家都叫我<br>壓力的妖精喔
#01632,土魚
#01633,喔啦！嘿呀——！<br>我要讓你一敗塗地！
#01634,混混小雞
#01635,欸！看什麼看！<br>想打架是不是！你這傢伙！這傢伙！
#01636,咬人菇
#01637,好啦！放馬郭來！<br>……咬、咬到舌頭了！
#01638,西瓜蟲
#01639,哼哼。因為我一直縮成一團，<br>所以精力十足喔！
#01640,羊駝騎士
#01641,久等了！<br>羊駝騎士登場了！
#01642,土龍
#01643,竟然來到這種地方，<br>你也太愛管閒事了吧！真想打敗你！
#01644,鐵甲剪刀
#01645,這可不是角，是剪刀！<br>看我把你剪成碎片！
#01646,青苔菇
#01647,我才不是壞香菇喔，<br>只是長了青苔而已啦！
#01648,哥布山
#01649,哈～哈哈！<br>我要把你打得滿頭是包！
#01650,憤怒野豬
#01651,哈～哈哈！<br>我一口氣就把你給吹跑！
#01652,石巨人
#01653,我要把你踩扁！<br>唔喔喔喔！
#01654,牛胃象蟲
#01655,我在吃飯，準備變成蛹。<br>不要礙事！
#01656,小草
#01657,你說雜草講話了？<br>我才不是雜草哩！你這傢伙！
#01658,滾滾貓
#01659,俺不好吃，不要吃俺！
#01660,土偶樹
#01661,歡迎歡迎，歡迎來到<br>……你的墳墓！！
#01662,花椰魔人
#01663,來喔來喔，這是剛煮好的<br>美味花椰菜陷阱喔～！
#01664,假蘋果
#01665,哇！突然冒出來了！<br>那就來蘋一下吧。
#01666,迷路蛋
#01667,哈哈！來比比看<br>誰會先破掉吧！
#01668,森之介
#01669,你把我兒子當雜草是吧？<br>我來報仇了！
#01670,尖叫蟲
#01671,我在吃飯，準備化蝶。<br>不要礙事！
#01672,一擊蜂
#01673,嗡～嗡嗡嗡<br>嗡嗡嗡嗡～嗡
#01674,混混鳥
#01675,哼，終於來到我這裡了啊。<br>那就拿出全力一較高下吧！
#01676,人面樹
#01677,你看起來覺得我在笑？<br>這是在生氣啦！
#01678,頭暈蝶
#01679,終於變成蝴蝶了！<br>這次可不會像以前那麼好對付了！
#01680,瓢蟲岩
#01681,這棟岩石殼房子<br>可是我花了30年貸款買來的喔。
#01682,三胞胎岩石
#01683,不要叫我藤壺！
#01684,獨角岩
#01685,看我用我自豪的<br>平常拿來做串燒的角刺穿你！
#01686,毛躁蟲
#01687,讓我們比比看<br>誰更有毅力吧！
#01688,馬赫蝠
#01689,拍拍拍——你好——<br>我來幹掉你了——
#01690,岩石衛門
#01691,你好，<br>廢話少說，放馬過來吧！
#01692,岩石君
#01693,來比力氣吧，<br>放馬過來！
#01694,礦石蟹
#01695,我最近在練習<br>直著走喔。
#01696,尖尖岩
#01697,好耶！快點朝著偶<br>用力衝過來啦！
#01698,獨眼石
#01699,人家說我眼神很兇惡，<br>可是我才沒有瞪人！
#01700,怪獸石拉
#01701,我是從石頭裡生出來的怪獸！<br>很恐怖吧！！
#01702,岩石魔人
#01703,我要“咚”地上了！<br>咚地！來吧開始了！
#01704,猩猩艾姆
#01705,這頂草做的假髮<br>很適合我吧！
#01706,大舌頭Z
#01707,看我把你<br>舔得一乾二淨！！
#01708,椰子魔神
#01709,要不要來顆椰子啊～<br>別這樣，來玩嘛！
#01710,大岩諾夫
#01711,我兒子好像很受你關照嘛，<br>我來把你磨成泥！
#01712,龍五郎
#01713,唔喔喔喔！！<br>看我把你磨成肉餡！
#01714,骨頭海賊
#01715,我生前是個海賊，<br>你也加入我們的行列吧！
#01716,沙蟲
#01717,我在沙漠住了66年，<br>沙漠很讚喔！
#01718,小刺刺
#01719,哎呀！你長得一副<br>很好刺的樣子！讓我刺一下！
#01720,陷阱蜂
#01721,哎呀哎呀，<br>又有無辜的獵物來到我身邊了。
#01722,仙人掌怪
#01723,痛痛痛，讓我把這根針拔起來……<br>刺在你身上！！
#01724,叮阿鰻
#01725,好耶！輪到我出場了！<br>儘管上吧！
#01726,龍獅
#01727,哇！終於……<br>輪到我出場了是吧！
#01728,沙漠之尾
#01729,既然敢進到我的地盤……<br>給我做好心理準備！
#01730,乾魚
#01731,水，給我水……<br>差點就要不小心曬乾了！
#01732,木乃伊之介
#01733,繃帶不夠，<br>繃帶在哪裡！
#01734,沙袋
#01735,我在沙漠住了99年，<br>沙漠很讚喔！
#01736,悍龜
#01737,想騎我？可以啊。<br>只是比烏龜還慢喔！！
#01738,鰻鱺蜉蝣
#01739,……被發現了嗎。<br>既然這樣就把你拖下去。
#01740,刺針衛門
#01741,我想跟更強的人戰鬥，<br>就只有這樣而已！
#01742,女王仙人掌
#01743,呵呵呵，美麗的花朵可是有刺的喔！！
#01744,眼鏡蛇王
#01745,沙漠的夥伴們受你關照啦！<br>看我一口把你吞下去！
#01746,蹦介
#01747,蹦～蹦～<br>蹦蹦～蹦～
#01748,雪人蟲
#01749,呼～今天好冷呢<br>感覺你應該會不小心被我幹掉喔！
#01750,燃雪
#01751,我是大家的怨念集合體，<br>在這裡怨恨你。
#01752,冰凍蟲
#01753,我平常都躲在雪底下，<br>只要獵物來了就像這樣跑出來！
#01754,雪箱
#01755,哇！真的攻過來了！<br>這還真是大事不妙了哩！
#01756,霍汪可
#01757,不要這樣！我不是壞怪物！<br>只是有點超級邪惡而已！
#01758,咕瓦斯
#01759,前幾天終於300歲了。<br>我還要繼續活很久啊！
#01760,冰精
#01761,好耶——！來了——！<br>看我怎麼給你好看！
#01762,咬人屋
