@title,中文(简体)
#00986,全员的速度经验值<br>已增加 <0>
#00987,幸运源泉
#00988,向全员赠送幸运经验值
#00989,全员的幸运经验值<br>已增加 <0>
#00990,奇迹之锤
#00991,瞬间完成正在施工的建筑
#00992,建造已完成
#00993,智慧源泉
#00994,向全员赠送头脑经验值
#00995,全员的头脑经验值<br>已增加 <0>
#00996,手工源泉
#00997,向全员赠送灵巧经验值
#00998,全员的灵巧经验值<br>已增加 <0>
#00999,采集源泉
#01000,向全员赠送采集经验值
#01001,全员的采集经验值<br>已增加 <0>
#01002,移动源泉
#01003,向全员赠送移动经验值
#01004,全员的移动经验值<br>已增加 <0>
#01005,爱情源泉
#01006,向全员赠送爱情经验值
#01007,全员的爱情经验值<br>已增加 <0>
#01008,加速鞋
#01009,暂时提升全体居民的移动速度
#01010,移动速度<br>已暂时提升！
#01011,恩泽之雨
#01012,荒地将恢复原有的自然
#01013,所有荒地<br>已回复！
#01014,全资源袋
#01015,所有城市资源
#01016,所有资源<br>已装满
#01017,<pic=grass>袋
#01018,装满特定资源
#01019,<pic=grass>已装满
#01020,<pic=wood>袋
#01021,<pic=wood>已装满
#01022,<pic=food>袋
#01023,<pic=food>已装满
#01024,<pic=iron>袋
#01025,<pic=iron>已装满
#01026,<pic=magic>袋
#01027,<pic=magic>已装满
#01028,增加技能槽
#01029,为指定居民增加<br>1个技能槽。
#01030,技能槽<br>已增加 1！
#01031,铜杯
#01032,<po=m>主要可在奖杯室获得<br>用于观赏
#01033,仔细欣赏了一番
#01034,银杯
#01035,金杯
#01036,开罗圣杯
#01037,勇气王冠
#01038,农田种子
#01039,树木种子
#01040,王国旗帜
#01041,王国的天然水
#01042,结实的板子
#01043,大钉子
#01044,牢固的绳子
#01045,优质砖块
#01046,铁矿石
#01047,铜
#01048,金块
#01049,丝绸面料
#01050,结实的布
#01051,漂亮的布
#01052,药草
#01053,生命树叶
#01054,魔力根茎
#01055,闻香花
#01056,生命小瓶
#01057,魔力之瓶
#01058,魔法师之药
#01059,魔导士之药
#01060,贤者之药
#01061,能量饮料
#01062,甜味药
#01063,甜美蘑菇
#01064,营养蘑菇
#01065,新鲜的豆子
#01066,土豆
#01067,白萝卜
#01068,胡萝卜
#01069,洋葱
#01070,卷心菜
#01071,番茄
#01072,玉米
#01073,蒜头
#01074,沙拉
#01075,浆果
#01076,香橙
#01077,苹果
#01078,香蕉
#01079,洋梨
#01080,草莓
#01081,葡萄
#01082,蜜瓜
#01083,菠萝
#01084,水果篮
#01085,海螺
#01086,蛤蜊
#01087,竹荚鱼
#01088,鲣鱼
#01089,鲷鱼
#01090,海胆
#01091,虾
#01092,螃蟹
#01093,=#00304
#01094,=#00301
#01095,带骨肉
#01096,块状肉
#01097,烤全肉
#01098,霜降肉
#01099,极厚肉
#01100,蔬菜汁
#01101,混合果汁
#01102,牛奶
#01103,葡萄汁
#01104,碳酸果汁
#01105,蛋
#01106,奶酪
#01107,面包
#01108,法式面包
#01109,吐司面包
#01110,汉堡
#01111,甜甜圈
#01112,布丁
#01113,冰淇淋
#01114,蛋糕
#01115,开罗蛋糕
#01116,炸薯条
#01117,寿司
#01118,刺身拼盘
#01119,蔬菜汤
#01120,奶汁汤
#01121,炖菜
#01122,牛肉炖菜
#01123,海鲜饭
#01124,披萨
#01125,牛排
#01126,咖喱
#01127,蛋包饭
#01128,炒面
#01129,炒饭
#01130,意面
#01131,武器本源
#01132,护盾本源
#01133,铠甲本源
#01134,头盔本源
#01135,饰品本源
#01136,贤者之书
#01137,知识卷轴
#01138,开罗饼干
#01139,歪罗饼干
#01140,D级 国王
#01141,全国地位最高的人
#01142,C级 国王
#01143,B级 国王
#01144,A级 国王
#01145,S级 国王
#01146,D级 镇民
#01147,能解析宝物、经营旅馆，至少需要一人
#01148,C级 镇民
#01149,B级 镇民
#01150,A级 镇民
#01151,=#00817
#01152,D级 农民
#01153,擅长耕田、造林。割草速度也很快！
#01154,C级 农民
#01155,B级 农民
#01156,A级 农民
#01157,S级 农民
#01158,D级 木匠
#01159,擅长施工！也能修补坏掉的东西
#01160,C级 木匠
#01161,B级 木匠
#01162,A级 木匠
#01163,S级 木匠
#01164,D级 运输者
#01165,擅长运输。能在城市间搬运资源
#01166,C级 运输者
#01167,B级 运输者
#01168,A级 运输者
#01169,S级 运输者
#01170,D级 商人
#01171,擅长开店，总是充满活力的商人
#01172,C级 商人
#01173,B级 商人
#01174,A级 商人
#01175,S级 商人
#01176,D级 研究家
#01177,专注于研究的职业，城里需要1名
#01178,C级 研究家
#01179,B级 研究家
#01180,A级 研究家
#01181,S级 研究家
#01182,D级 厨师
#01183,可以开饭馆的职业，或许还会协助培养
#01184,C级 厨师
#01185,B级 厨师
#01186,A级 厨师
#01187,S级 厨师
#01188,D级 工艺家
#01189,可以开家具店的职业，城里需要1名
#01190,C级 工艺家
#01191,B级 工艺家
#01192,A级 工艺家
#01193,S级 工艺家
#01194,D级 锻造工匠
#01195,可以开武器店、防具店的职业
#01196,C级 锻造工匠
#01197,B级 锻造工匠
#01198,A级 锻造工匠
#01199,S级 锻造工匠
#01200,D级 医生
#01201,治疗专家
#01202,C级 医生
#01203,B级 医生
#01204,A级 医生
#01205,S级 医生
#01206,D级 僧侣
#01207,复活与寿命的专家
#01208,C级 僧侣
#01209,B级 僧侣
#01210,A级 僧侣
#01211,=#00822
#01212,D级 奶农
#01213,可以发现家畜，并在牧场中饲养
#01214,C级 奶农
#01215,B级 奶农
#01216,A级 奶农
#01217,S级 奶农
#01218,D级 卫兵
#01219,适合保护城市的平衡型士兵
#01220,C级 卫兵
#01221,B级 卫兵
#01222,A级 卫兵
#01223,=#00823
#01224,D级 骑士
#01225,重视进攻能力的攻击型职业
#01226,C级 骑士
#01227,B级 骑士
#01228,A级 骑士
#01229,=#00824
#01230,D级 魔法师
#01231,擅长使用魔法的职业
#01232,C级 魔法师
#01233,B级 魔法师
#01234,A级 魔法师
#01235,=#00825
#01236,D级 重骑士
#01237,重视防守的守备型职业
#01238,C级 重骑士
#01239,B级 重骑士
#01240,A级 重骑士
#01241,=#00818
#01242,D级 枪手
#01243,擅长使枪的职业
#01244,C级 枪手
#01245,B级 枪手
#01246,A级 枪手
#01247,=#00819
#01248,D级 弓箭手
#01249,擅长使弓的职业
#01250,C级 弓箭手
#01251,B级 弓箭手
#01252,A级 弓箭手
#01253,=#00820
#01254,D级 忍者
#01255,速度出众的职业
#01256,C级 忍者
#01257,B级 忍者
#01258,A级 忍者
#01259,=#00821
#01260,D级 武士
#01261,擅长直线攻击的职业
#01262,C级 武士
#01263,B级 武士
#01264,A级 武士
#01265,=#00812
#01266,D级 维京人
#01267,能使出反击的职业
#01268,C级 维京人
#01269,B级 维京人
#01270,A级 维京人
#01271,=#00813
#01272,D级 海盗
#01273,能使出范围攻击的职业
#01274,C级 海盗
#01275,B级 海盗
#01276,A级 海盗
#01277,=#00814
#01278,D级 勇者
#01279,兼备魔法能力的万能型
#01280,C级 勇者
#01281,B级 勇者
#01282,A级 勇者
#01283,=#00815
#01284,D级 巫师
#01285,可以使出强大魔法的职业
#01286,C级 巫师
#01287,B级 巫师
#01288,A级 巫师
#01289,=#00816
#01290,敌方角色2
#01291,=MID(#01290,1,-1)&'3'
#01292,=MID(#01290,1,-1)&'4'
#01293,游客
#01294,F级 智者
#01295,有助于全职业觉醒的智者
#01296,=#00827
#01297,会在年末造访的传说级强手
#01298,D级 游击兵
#01299,在外自由探索的士兵
#01300,C级 游击兵
#01301,B级 游击兵
#01302,A级 游击兵
#01303,S级 游击兵
#01304,D级 魔剑士
#01305,同时擅长魔法与攻击的职业
#01306,C级 魔剑士
#01307,B级 魔剑士
#01308,A级 魔剑士
#01309,S级 魔剑士
#01310,D级 狂战士
#01311,采用破防式作战的职业
#01312,C级 狂战士
#01313,B级 狂战士
#01314,A级 狂战士
#01315,S级 狂战士
#01316,D级 艺术家
#01317,在艺术工坊创造美术品的职业
#01318,C级 艺术家
#01319,B级 艺术家
#01320,A级 艺术家
#01321,S级 艺术家
#01322,D级 会展师
#01323,开收藏品展示店的职业
#01324,C级 会展师
#01325,B级 会展师
#01326,A级 会展师
#01327,S级 会展师
#01328,D级 驯兽师
#01329,可以捕捉野生动物的职业
#01330,C级 驯兽师
#01331,B级 驯兽师
#01332,A级 驯兽师
#01333,S级 驯兽师
#01334,D级 王之子
#01335,超级万能的国王的孩子
#01336,C级 王之子
#01337,B级 王之子
#01338,A级 王之子
#01339,S级 王之子
#01340,国王
#01341,镇民
#01342,农民
#01343,木工
#01344,运输者
#01345,商人
#01346,研究家
#01347,厨师
#01348,工艺家
#01349,锻造工匠
#01350,医生
#01351,僧侣
#01352,奶农
#01353,卫兵
#01354,骑士
#01355,魔法师
#01356,重骑士
#01357,枪手
#01358,弓箭手
#01359,忍者
#01360,武士
#01361,维京人
#01362,海盗
#01363,勇者
#01364,巫师
#01365,智者
#01366,圣诞老人
#01367,游击兵
#01368,魔剑士
#01369,狂战士
#01370,艺术家
#01371,会展师
#01372,驯兽师
#01373,王之子
#01375,土地
#01376,水
#01377,=#01376
#01378,=#01376
#01379,=#01376
#01380,地面
#01381,=#01380
#01382,=#01380
#01383,=#00893
#01384,沙
#01385,岩场
#01386,雪
#01387,沼泽
#01388,火山
#01389,雪原土地
#01390,沙漠土地
#01391,火山土地
#01392,岩场土地
#01393,沼泽土地
#01394,草原土地
#01395,土地的边界
#01396,施工现场
#01397,计划施工地
#01398,未开放的烟雾
#01399,荒地
#01400,侧面
#01401,火灾废墟
#01402,移除
#01403,替换
#01404,土地（小）
#01405,土地（中）
#01406,土地（大）
#01407,土地（特大）
#01408,田间小道
#01409,道路
#01410,桥
#01411,地板
#01412,洞窟
#01413,大门
#01414,迷宫大门
#01415,室内房门_未使用
#01416,市政厅
#01417,敌人洞
#01418,=#00001
#01419,码头
#01420,港口
#01421,=#00340
#01422,夜晚集合点
#01423,低矮瞭望台
#01424,高台
#01425,资材
#01426,仓库 野草
#01427,仓库 木材
#01428,仓库 粮食
#01429,仓库 矿石
#01430,仓库 魔石
#01431,仓库 道具
#01432,仓库 能量
#01433,仓库 宝物
#01434,农田
#01435,造林所
#01436,水渠
#01437,牧场
#01438,开采 矿石
#01439,开采 魔石
#01440,开采 能量
#01441,护壁 栅栏
#01442,护壁 木制
#01443,加强护壁
#01444,城墙
#01445,护壁用大门
#01446,敌方护壁
#01447,招牌
#01448,临时救护设施
#01449,室外宝箱解析所
#01450,室外研究所
#01451,货车停放处
#01452,马棚
#01453,荒地路牌
#01454,井
#01455,回复之泉
#01456,魔物雕像
#01457,驱魔 宝珠
#01458,驱魔 剑
#01459,驱魔 石碑
#01460,风车
#01461,女神像
#01462,简易炉灶
#01463,篝火
#01464,喷泉
#01465,花坛
#01466,灌木丛
#01467,植树林
#01468,休憩处
#01469,远征小屋
#01470,动物饲料
#01471,荆棘陷阱
#01472,长椅
#01473,较硬的床
#01474,床
#01475,国王的床
#01476,同居床铺
#01477,红色地毯
#01478,松软地毯
#01479,黑色地垫
#01480,室内草放置处
#01481,室内木材放置处
#01482,室内粮食放置处
#01483,室内铁材放置处
#01484,室内魔石放置处
#01485,收银机
#01486,货架
#01487,技能类货架
#01488,家具类货架
#01489,宝箱解析所
#01490,=#00878
#01491,=#00879
#01492,饰品工坊
#01493,烹饪处
#01494,回复点
#01495,家具制作处
#01496,武器制作处
#01497,防具制作处
#01498,技能制作处
#01499,道具调配处
#01500,=#00867
#01501,训练场
#01502,射击训练场
#01503,魔法训练场
#01504,矿石精制所
#01505,桌子
#01506,餐桌
#01507,沙发
#01508,椅子
#01509,水壶
#01510,工具精制所
#01511,蜡烛
#01512,育苗场
#01513,铠甲摆设
#01514,衣柜
#01515,烹饪台
#01516,架子
#01517,书柜
#01518,橱柜
#01519,厨房柜
#01520,花瓶
#01521,动物摆设
#01522,梳妆台
#01523,炉灶
#01524,暖炉
#01525,窗
#01526,浴池
#01527,回复浴池
#01528,闪耀石
#01529,观叶植物
#01530,=#01071
#01531,花
#01532,三色堇
#01533,书桌
#01534,圆木桥
#01535,宝物出现效果
#01536,龙小屋
#01537,洞穴陷阱
#01538,怪物小屋
#01539,托儿所
#01540,荒芜之地
#01541,混沌之岩
#01542,歪罗迷宫
#01543,远征回复所
#01544,=#00254
#01545,好友邮局
#01546,任务指令室
#01547,每周讨伐奖励
#01548,秘宝店
#01549,怪物牧场
#01550,奖杯室
#01551,排行统计板
#01552,试用好友店
#01553,职业介绍所
#01554,素材商店
#01555,金币兑换处
#01556,师父的房间
#01557,怪物合成所
#01558,怪物店
#01559,地下竞技场
#01560,=#00880
#01561,好友床铺
#01562,游客床铺
#01563,婴儿床
#01564,怪物房间
#01565,先王雕像
#01566,铜币箱
#01567,银币箱
#01568,金币箱
#01569,开罗王雕像
#01570,市政厅仓库
#01571,怪物饲料
#01572,饭馆橱柜
#01573,仓库 蛋
#01574,小屋
#01575,传说中的洞窟
#01576,搬家公司
#01577,开罗的房间
#01578,装备兑换处
#01579,收购所
#01580,约会景点
#01581,高级仓库 野草
#01582,高级仓库 木材
#01583,高级仓库 粮食
#01584,高级仓库 矿石
#01585,高级仓库 魔石
#01586,高级仓库 能量
#01587,高级仓库 宝物
#01588,高级仓库 道具
#01589,高级仓库 蛋
#01590,领土填埋
#01591,果树
#01592,绘画创作处
#01593,调查房
#01594,昆虫景点
#01595,水果树
#01596,动物笼舍
#01597,艺术台
#01598,水箱
#01599,昆虫盒
#01600,附带店员收银机
#01601,圣诞老人的房间
#01602,装饰雪橇
#01603,驯鹿小屋
#01604,飞空船港口
#01605,收藏家之屋
#01606,钓鱼池
#01607,飞毯
#01608,=#00894
#01609,=#00895
#01610,=#00896
#01611,=#00897
#01612,能量
#01613,道具
#01614,蛋
#01615,宝箱
#01616,收集 <0>个任意资源
#01617,收集 <0>枚铜币
#01618,完成 <0>次洞穴讨伐
#01619,收集 <0>个农田种子
#01620,收集 <0>个结实的板子
#01621,带好友完成 <0>次讨伐
#01622,打倒 <0>只怪物
#01623,打倒<0>只<1>
#01624,水晶次郎
#01625,我十年磨一剑<br>就是为了今天。
#01626,行走花
#01627,我正好昨天开了花，<br>是时候一决胜负了！
#01628,金属波克
#01629,你好，我是金属波克。<br>现在正沉迷于限糖瘦身法。
#01630,黑叮可
#01631,呵呵呵，世人把我称为<br>精神压力的妖精。
#01632,土鱼
#01633,哈呀——！嘿呀——！<br>我要让你一败涂地！
#01634,混混小鸡
#01635,嗨！喂喂！<br>想打架吗！喂！喂！
#01636,咬人菇
#01637,好！放马过惹！<br>……咬、咬舌了！
#01638,西瓜虫
#01639,呵、呵、呵。因为我刚才<br>一直蜷成一团，所以很有精神哦！
#01640,羊驼骑士
#01641,久等了！<br>羊驼骑士登场啦！
#01642,土龙
#01643,居然跑来这种地方来，<br>你真爱管闲事！好想打倒你！
#01644,铁甲剪刀
#01645,这不是角，而是剪刀！<br>看我把你剪成碎片！
#01646,青苔菇
#01647,我不是坏菇啦，<br>只是长了青苔而已！
#01648,哥布山
#01649,哈——哈哈！<br>我要把你揍得满头是包！
#01650,愤怒野猪
#01651,哈——哈哈，<br>看我用鼻孔把你吹飞！
#01652,石巨人
#01653,我要把你踩扁！<br>唔噢噢！
#01654,牛胃象虫
#01655,我为了成蛹，正在进食。<br>别打扰我！
#01656,小草
#01657,杂草说话了？<br>我才不是杂草！混蛋！
#01658,滚滚猫
#01659,俺可不好吃啊！
#01660,土偶树
#01661,欢迎欢迎，你来得正好。<br>……这里就是你的坟墓！！
#01662,花椰魔人
#01663,来啊来啊～这是刚煮好的<br>美味西兰花陷阱哦～！
#01664,假苹果
#01665,哇！突然出现了！<br>那就来苹你一下哦。
#01666,迷途蛋
#01667,哈、哈、哈！<br>来比比看谁先破掉！
#01668,森之助
#01669,听说你把我儿子当成杂草了？<br>看我怎么报复你！
#01670,尖叫虫
#01671,我为了化蝶，正在进食。<br>别打扰我！
#01672,一击蜂
#01673,嗡～嗡嗡嗡嗡嗡，<br>嗡嗡嗡嗡、嗡～
#01674,混混鸟
#01675,呵，终于来到我这里了啊。<br>让我们大战三百回合吧！
#01676,人面树
#01677,我看起来好像在笑？<br>其实这是在生气！
#01678,晕眩蝶
#01679,终于变成蝴蝶了！<br>我可不像以前那么好对付了！
#01680,瓢虫岩
#01681,这幢岩甲屋，<br>是我借了30年房贷才买下的。
#01682,岩石三胞胎
#01683,不许叫我藤壶！
#01684,独角岩
#01685,让我用引以为傲的，<br>平时拿来烤串的角把你刺穿！
#01686,毛躁虫
#01687,让我们比比看<br>谁更有毅力吧！
#01688,马赫蝙蝠
#01689,啪塔啪塔啪塔——你好——<br>我要把你打倒——
#01690,岩石卫门
#01691,你好，<br>废话少说，快放马过来！
#01692,岩石君
#01693,来和我比试力气吧，<br>尽管过来！
#01694,矿石蟹
#01695,我最近正在练习<br>怎么竖着走呢。
#01696,尖尖岩
#01697,好嘞！<br>尽管来撞俺吧！
#01698,独眼岩
#01699,虽然大家都说我眼神凶恶，<br>但我没有瞪人！
#01700,怪兽石拉
#01701,我是自岩石诞生的怪兽！<br>可怕吧！！
#01702,岩石魔人
#01703,我“咚”过来了哦！<br>咚！开始吧！
#01704,猩猩艾姆
#01705,这个绿草假发<br>很适合我吧！
#01706,舔舔魔
#01707,我要用舌头<br>把你舔个遍！！
#01708,椰子魔神
#01709,来点椰子吗～<br>别扫兴，来玩嘛！
#01710,大岩诺夫
#01711,谢谢你关照我儿子啊，<br>看我不把你碾碎！
#01712,龙五郎
#01713,唔噢噢噢噢噢！！<br>我要把你碾成肉馅！
#01714,骷髅海盗
#01715,我生前是一名海盗，<br>让我把你也变成骷髅吧！
#01716,沙虫
#01717,我在沙漠住了66年，<br>沙漠很棒哦！
#01718,小刺
#01719,咦！你的脸似乎<br>很有被刺的价值呢！那我刺咯！
#01720,陷阱蜂
#01721,哎呀哎呀，又有纯洁的猎物<br>找上门了呢。
#01722,仙人掌怪
#01723,痛痛痛，让我把这根刺拔下来……<br>用来扎你！！
#01724,叮阿鳗
#01725,好了——！该我登场了！<br>放马过来！
#01726,龙狮
#01727,哇！终于……<br>轮到我出场了啊！
#01728,沙漠尾巴
#01729,既然进了我的地盘，<br>就准备受死吧！
#01730,干鱼
#01731,水、水……<br>我差点不小心被晒干！
#01732,木乃伊之助
#01733,绷带不够用，<br>哪里有绷带！
#01734,沙袋
#01735,我在沙漠住了99年，<br>沙漠很棒哦！
#01736,悍龟
#01737,想骑我吗？可以啊。<br>不过比乌龟还慢哦！！
#01738,花园鳗蜉蝣
#01739,……被发现了啊。<br>既然如此，就把你拉进地底。
#01740,尖刺卫门
#01741,我只是想<br>和更强的敌人交手！
#01742,女王仙人掌
#01743,呵呵呵，美丽的花朵都带刺哦！！
#01744,眼镜蛇王
#01745,沙漠的伙伴们受你关照了嘛！<br>看我把你整个吞下！
#01746,跳助
#01747,跳——跳——<br>跳跳跳～
#01748,雪人虫
#01749,呼～今天好冷啊。<br>感觉你会被我不小心干掉呢！
#01750,燃雪
#01751,我由大家的怨念聚集而成，<br>在此怨恨你。
#01752,冰冻虫
#01753,我平时躲在雪底下，有猎物靠近时，<br>就会像这样出现！
#01754,雪箱
#01755,哇！真的打过来了！<br>这下可头疼了！
#01756,霍汪可
#01757,住手！我不是邪恶的怪物啦！<br>只是有些穷凶极恶而已啦！
#01758,咕瓦斯
#01759,我前几天终于300岁了。<br>我的死期还早呢！
#01760,冰精
#01761,好——！来了——！<br>我要把你打得面目全非！
#01762,咬人屋
#01763,我是雪屋。<br>欢迎随意进入！！
#01764,咻多罗罗
#01765,呜呜……我一个人好寂寞，<br>所以请陪我一起沉睡……
#01766,冰龙
#01767,你好！<br>那就打个一场吧！
#01768,白蛇
#01769,好冷，我其实好想冬眠……<br>但要先打倒你！
#01770,雪龙
